swMATH work ID,Software
'4281',DMKS 90
'4282',DIFUR
'4283',SREDA
'4284',HookExp
'4285',Hydro-geo
'4286',GPAR
'4288',DASPK 3.0
'4289',COSMOS/M
'4290',CODA
'4291',CSDA
'4292',CFX-5
'4293',CARAT
'4294',MAFIA
'4295',STAR-CD
'4296',QPA
'4297',NATS
'4298',NEWST
'4299',GENTRAN
'4300',MOUSE
'4301',MultiFlex
'4302',oneloop 2.0
'4303',INDA
'4304',MEV4
'4305',MEV3
'4306',GAIO
'4307',HYP
'4308',HYPQ
'4309',SPARSPAK
'4310',DESIR
'4311',BRAID
'4313',DOLFIN
'4314',FEniCS
'4315',jHepWork
'4316',Chombo
'4317',OpenFOAM
'4318',MBDyn
'4319',Daikon
'4320',GeoSteiner
'4321',CVXOPT
'4322',Parallel HOMPACK
'4323',KINSOL
'4324',FCVODE
'4325',PVODE
'4326',L2WPMA
'4327',LBFGS
'4328',Walksat
'4329',TSNNLS
'4330',STARPAC
'4331',SparsePOP
'4332',SolvOpt
'4333',SDPpack
'4334',RSOLVER
'4335',QHOPDM
'4336',PENNON
'4337',PANMIN
'4338',NOMADm
'4339',NIMBUS
'4340',MOMIP
'4341',KORBX
'4342',HOPDM
'4343',GloptiPoly
'4344',GGPLAB
'4345',BVLS
'4346',CUBGCV
'4347',Couenne
'4348',Simulink
'4349',SimMechanics
'4350',StateFlow
'4351',CRAN
'4352',Modelica
'4355',MPV
'4356',quantreg
'4357',faraway
'4358',car
'4359',mvtnorm
'4360',HH
'4361',leaps
'4362',ellipse
'4363',lattice
'4364',survival
'4365',pls
'4366',SimPowerSystems
'4367',Slatec
'4368',Netlib
'4369',LabVIEW
'4370',DIFSUB
'4371',Algorithm 413
'4372',ENTCAF
'4374',LSODE
'4375',mvna
'4376',mstate
'4377',p3state.msm
'4378',ePNK
'4379',4ti2
'4380',PetriNets
'4381',LoLA
'4382',XRL/Flower
'4383',CoopnBuilder
'4384',Helena
'4385',Protos
'4386',SNOOPY
'4387',Renew
'4388',YAWL
'4389',SYROCO
'4390',ExSpect
'4391',GDToolkit
'4392',GDT
'4393',DBdraw
'4394',Petruchio
'4395',MWB
'4396',Mobility Workbench
'4397',BACOLR
'4398',IFISS
'4399',BABDCR
'4400',APPSPACK
'4401',RealPaver
'4402',BRATIO
'4403',Algorithm 735
'4404',Algorithm 739
'4405',Algorithm 800
'4406',QSHEP5D
'4407',Algorithm 844
'4408',Algorithm 848
'4409',Algorithm 850
'4410',Algorithm 431
'4411',DSDP5
'4412',CHOLMOD
'4413',SimpleS
'4414',Padua2D
'4415',FGMRES
'4416',Punf
'4417',yEd
'4418',OpenTissue
'4419',Qhull
'4420',Valgrind
'4421',MiBench
'4422',Cactus
'4423',eSkel
'4424',CAViaR
'4425',HTCondor MW
'4426',AspectJ
'4427',AspectWerkz
'4428',MegaWave
'4429',spatstat
'4430',RuleBasePE
'4431',PASS
'4432',Ubisense
'4433',SAMPA
'4434',DLV-Complex
'4435',Cmodels
'4436',Yices
'4437',Siege
'4438',Why3
'4439',Metis_
'4440',Cbc
'4441',SAMRAI
'4442',TLA
'4443',cddplus
'4444',SDP
'4445',BSIM3
'4446',CUDD
'4447',i*
'4448',LINDO
'4449',AGG
'4450',LZO
'4451',SATO
'4452',QingTing1
'4453',DAFNE
'4454',CMMEXP
'4455',hgen2
'4456',UniMod
'4457',GaussFit
'4458',QRUP
'4459',Algorithm 782
'4460',Algorithm 849
'4462',SC Toolbox
'4463',Algorithm 840
'4464',Algorithm 838
'4465',Algorithm 831
'4466',Algorithm 830
'4467',Algorithm 829
'4468',Algorithm 826
'4469',BEDFix
'4470',Algorithm 823
'4471',Algorithm 821
'4472',fda
'4473',RGL
'4474',alr3
'4476',drc
'4477',HydroMe
'4478',lmtest
'4479',MASS (R)
'4480',NISTnls
'4481',nlme
'4482',nlrwr
'4483',nls2
'4484',nlstools
'4485',NRAIA
'4486',sandwich
'4488',Gstat
'4489',geoR
'4490',VGAM
'4491',Brodgar
'4492',WinBUGS
'4493',boa
'4494',R2WinBUGS
'4495',LearnBayes
'4496',WaveThresh4
'4497',wavelets
'4498',simecol
'4499',deSolve
'4500',PARTITION
'4501',GRASS GIS
'4502',spatial
'4503',dlm
'4504',MSBVAR
'4505',forecast
'4506',TDSL
'4507',vars
'4508',fBasics
'4509',tseries
'4510',SoDA
'4511',fda (R)
'4512',mcsm
'4514',Matrix
'4515',lme4
'4516',R.matlab
'4517',multilevel
'4518',boot
'4519',hexbin
'4520',pwr
'4521',combinat
'4522',binom
'4523',Tinn-R
'4524',G*Power 3
'4525',sem
'4526',RKWward
'4527',irr
'4529',nortest
'4530',Hmisc
'4531',perturb
'4532',rms
'4533',Amelia
'4534',colorspace
'4535',robust
'4536',mediation
'4537',moments
'4538',odfWeave
'4539',plotrix
'4540',scatterplot3d
'4541',DAAG
'4542',ggm
'4543',vcd
'4544',RExcelInstaller
'4545',ICSNP
'4546',FSA
'4547',nFactors
'4548',foreign
'4549',psych
'4550',RODBC
'4551',ROCR
'4552',xlsReadWrite
'4553',rggobi
'4554',iplots
'4555',gplots
'4556',reshape
'4557',ggplot2
'4558',rattle
'4559',RMySQL
'4560',GLPK
'4561',norm
'4562',RPostgreSQL
'4563',kknn
'4564',mnormt
'4565',CanoDraw
'4566',ade4
'4567',numecolR
'4568',sedaR
'4569',ape
'4570',cocorresp
'4571',cluster (R)
'4572',FD
'4573',FactoMineR
'4574',gclus
'4575',labdsv
'4576',mvpart
'4577',MVPARTwrap
'4578',spdep
'4579',vegan
'4580',HAPLO
'4581',PLINK
'4582',mclust (R)
'4583',flexclust
'4584',fastICA
'4585',RLRsim
'4586',KernSmooth
'4587',MINTO
'4588',XOSL
'4589',BFCgrid2d
'4590',SimFEM2d
'4591',FEMvisu
'4592',PCA-SIFT
'4593',CHOMPACK
'4594',CVX
'4595',YALMIP
'4596',UG
'4597',JML
'4598',Spec#
'4599',Isar
'4600',Omnibus
'4601',JACK
'4602',distcc
'4603',HAL
'4604',SLMC
'4605',CEGAR
'4606',DCDFLIB
'4607',SWIG
'4608',mpi4py
'4609',mmLib
'4610',F2PY
'4611',NetCDF
'4612',Benchmarks
'4613',SPASS+T
'4614',Special functions
'4615',COIN-OR
'4616',DPLL(T)
'4617',Benchmarks for Optimization Software
'4618',Mosek
'4619',psSchur
'4620',CTDSX
'4621',SymbolicData
'4622',PBS
'4623',SAT competition
'4624',MetaPRL
'4625',Caduceus
'4626',Frama-C
'4628',SuiteSparse
'4629',SparseMatrix
'4630',Gringo
'4631',Smodels
'4632',DASWAM
'4633',Lparse
'4634',azove
'4635',Palingol
'4636',Rnabob
'4637',Rfam
'4638',Rnamotif
'4639',ARMCI
'4640',DLV
'4641',foaf
'4642',DLV-EX
'4643',AUTO2000
'4644',BoneRoute
'4645',PHoM
'4646',PoSSo
'4647',PHCPack_
'4648',SATIRE
'4649',LPSAT
'4650',STRIP
'4651',SPOOLES
'4652',GLOBAL Library
'4653',GLOBALLib
'4654',LattE
'4655',MoMM
'4656',MizarCHECKER
'4657',UCLID
'4658',CFSQP
'4659',Algorithm 820
'4660',AIZ
'4661',BIZ
'4662',Algorithm 814
'4663',NDA
'4664',Algorithm 803
'4665',Algorithm 796
'4666',TSTFN1
'4667',TSTFN2
'4668',TESTDT
'4669',DRCHLT
'4670',Algorithm 788
'4671',Algorithm 786
'4672',Algorithm 785
'4673',RRQR
'4674',Algorithm 781
'4675',Algorithm 780
'4676',Fermi-Dirac
'4677',Algorithm 774
'4678',Algorithm 767
'4679',VECTOR_PADE
'4680',Cubpack++
'4681',INTERVAL_ARITHMETIC
'4682',Algorithm 761
'4683',Algorithm 760
'4684',GRASP_QAP
'4685',Algorithm 749
'4686',RROOT_748
'4687',Algorithm 747
'4688',Algorithm 745
'4689',Algorithm 744
'4690',Algorithm 741
'4691',Algorithm 740
'4692',Algorithm 734
'4693',Algorithm 728
'4694',Algorithm 727
'4695',Algorithm 724
'4697',ParMETIS
'4698',Gfan
'4699',TECC
'4700',MPIR
'4701',xloops
'4702',Uppaal
'4703',GrInvIn
'4704',Mizar
'4705',INTOPT_90
'4707',Genocop
'4708',MOMHLib++
'4709',TSPTW
'4710',HIPRE 3+
'4711',sw4711
'4712',LIPSOL
'4713',OBOE
'4714',TRON
'4715',DACE
'4716',SPACE
'4717',LOCA
'4718',SYMPHONY
'4719',UFO
'4720',Compressive Sensing
'4721',PCx
'4722',QSopt_ex
'4723',Knapsack
'4724',TSP software
'4725',filterSQP
'4726',QSDP
'4727',SMCP
'4728',Coin/CLP
'4729',LSTRS
'4730',lrs
'4731',PPRN
'4732',MPT
'4733',ROME
'4734',Dixon
'4735',LKH
'4736',ASA
'4737',DFO
'4738',FORTRAN 77
'4739',StarFLIP
'4740',NSIPS
'4741',CONMIN
'4742',QUALEX
'4743',OOQP
'4744',PIKAIA
'4745',SDPLR
'4746',DONLP2
'4747',SPEA
'4748',PGSL
'4749',NNLS
'4750',DSDP
'4751',MINPACK-2
'4752',PDNET
'4753',SVM software
'4754',Kernel-Machines
'4755',Continuation Toolbox
'4756',LFR-toolbox
'4757',zChaff
'4758',Cheddar
'4759',Mozart
'4760',COCONUT
'4762',ZIB Optimization
'4763',RoMulOC
'4764',ACADO
'4765',TANGO
'4766',Bonmin
'4768',SparseCoLO
'4769',BOBYQA
'4770',Concorde
'4771',WEDGE
'4774',Algorithm 792
'4775',MIDACO
'4776',DIRCOL
'4778',ipfilter
'4779',TOMS-739
'4780',Blossom V
'4781',Blossom IV
'4782',CirCut
'4783',COL
'4784',TOMS-559
'4785',TOMS-686
'4786',TOMS-782
'4787',WSAT(OIP)
'4788',SDLS
'4789',CompEcon
'4790',CONV_QP
'4792',SODAS_
'4793',SFSDP
'4794',QAP
'4795',PLCP
'4796',NewtonLib
'4797',OpenDDPT
'4798',Optimization and OR Sites
'4799',QPBOX
'4800',MINLP
'4801',dgpf
'4802',FEASPUMP
'4803',GPDT
'4804',DSPCA
'4805',ORDECSYS
'4806',ALGLIB
'4807',JOBSHOP
'4808',Ipopt
'4809',levmar
'4810',sparseLM
'4811',QP
'4812',QSopt
'4813',CG_DESCENT
'4814',IMFIL
'4815',SMPS reader
'4818',subplex
'4819',svdpack
'4820',NewtonKKTqp
'4821',reducedLP
'4822',RestoreTools
'4823',LMIRank
'4824',MIQPBB
'4825',MHTB
'4826',COPRIN
'4827',mctoolbox
'4828',Maple GOT
'4829',KELLEY
'4830',IP-PCG
'4831',"FSQP (f77,C)"
'4834',XPRESS
'4836',2HDMC
'4837',MLwiN
'4838',JATLite
'4839',FALKO
'4840',CRIO
'4841',Filaments
'4842',NISPOC
'4843',STABLE
'4844',DMC
'4845',kbmag
'4846',ValEncIA-IVP
'4847',OPALQP
'4848',FORS
'4849',DECAF
'4850',LocalSolver
'4852',ArcGIS
'4853',ArcView
'4855',GeoPQL
'4856',ArcIMS
'4857',ArcGIS Desktop
'4858',Geometer's Sketchpad
'4859',LAD
'4860',LPL software
'4861',Kenzo
'4862',Regina
'4863',FADBAD++
'4864',ADMAT
'4865',TADIFF
'4866',CppAD
'4867',TOPCOM
'4868',barvinok
'4869',PORTA
'4870',HAP
'4871',Homology
'4873',JStatCom
'4874',SPHEREPACK
'4875',PEAK
'4877',SSPX
'4878',MINLP_BB
'4879',LIBSVM
'4880',LIBLINEAR
'4881',COFFIN
'4882',SAM
'4883',LBNL
'4885',Gappa
'4886',cvc3
'4887',z3
'4888',Alt-Ergo
'4889',TASS_
'4891',ROSE
'4892',LLVM
'4893',FEVS
'4894',KLEE
'4895',ISP
'4896',MADYMO
'4897',ATLAS_
'4898',PHiPAC
'4899',IsaWin
'4900',TAS
'4901',Proof General
'4902',LINA01
'4903',GAP_
'4904',SONATA
'4905',ParGAP
'4906',MeatAxe
'4907',ELIAS
'4908',KANTOO
'4909',Z88Aurora
'4910',Pyomo
'4911',Mosel
'4912',AIMMS
'4913',APLEpy
'4914',COOPR
'4915',FlopC++
'4916',OpenOpt
'4917',OptimJ
'4918',PuLP
'4919',PyGlpk
'4920',pyipopt
'4921',PySP
'4922',PGAPack
'4923',Surf
'4924',SHAZAM
'4925',LIMDEP
'4926',StatXact
'4927',PcGive
'4928',Cabri-geometry
'4929',Kan
'4930',SMCube
'4931',ScicosLab
'4932',SIP
'4933',MuPAD-Combinat
'4934',DEpthLAUNAY
'4935',SDPTools
'4936',Optgame
'4937',QUOTPIC
'4938',DICOPT
'4939',MINOPT
'4940',AlphaECP
'4942',LINGO
'4943',RegEM
'4944',GCMs
'4945',IDAS
'4946',CVODES
'4947',CVODE
'4948',sundialsTB
'4949',ARMC
'4953',Dagger
'4954',Aspic
'4955',CliffMath
'4956',CliffSymNil
'4957',CliffOC
'4958',Gaigen
'4959',GluCat
'4960',core 2
'4961',AUTO-07P
'4962',FASTEST
'4963',FEAP
'4964',IMSL Numerical Libraries
'4965',DISSPLA
'4966',ORESD
'4967',TAU
'4968',DLMF
'4969',Prover9
'4970',BSPlab
'4971',LAM-MPI
'4972',AHFinderDirect
'4973',Isabelle/ZF
'4974',Cohn-Kanade
'4975',WIEN2k
'4976',SIMPLIFY
'4977',ProM
'4978',GAMS
'4979',FormalWare
'4980',TSPAntSim
'4981',DaGen
'4982',MUFTE-UG
'4983',p2b
'4984',xTensor
'4985',JOSTLE
'4986',Miranda
'4987',LETOS
'4988',HiggsBounds
'4989',PROXIMUS
'4990',MAPC
'4991',KAAPI
'4992',SciMark
'4993',CADP
'5001',APPROX/EXCH
'5002',L1GNR
'5003',CDFCOR
'5004',COCA
'5005',SPLPAK
'5006',l2appr
'5007',l2main
'5008',titan
'5009',APPROX
'5010',STL2
'5011',CL1(B&amp;R)
'5012',CL1(B&amp;C)
'5013',RQN
'5014',DIFCOR
'5015',DIFCORDOC
'5016',REMEZ
'5017',EVAL
'5018',PCB2NURB
'5019',SDBI3P
'5020',CAPROX
'5021',CONST&amp;EVAL
'5022',LibLip
'5023',Pascal-MILP-solver
'5024',BonsaiG
'5025',PICO (part of ACRO)
'5026',Matlab interfaces
'5027',COLIOP
'5028',Matlog
'5029',MIQP
'5030',COPL_SDP
'5031',COPL_DSDP
'5032',Max-AO
'5033',BNB
'5034',fminconset
'5035',LogMIP
'5036',OPBDP
'5037',CPlan
'5038',Torsche
'5039',Assignment Problems
'5040',Stony Brook
'5041',Hungarianmethod
'5042',SKAP
'5043',LEMON
'5044',Cliquer
'5045',Algorithm 864
'5046',SAT Live!
'5047',SATMEX
'5048',BG-WalkSAT
'5049',BIOGEME
'5050',Operations Researchand Related Sites
'5051',Informs Resources
'5052',ACRS
'5053',INTERALG
'5054',BTRK
'5055',MLOCPSOA
'5056',Global Optimization
'5057',netlib/toms/667
'5058',netlib/opt/simann
'5059',simannf90
'5060',simann.m
'5061',Anneal
'5062',JSimul
'5063',CMA-ES
'5064',Fortran-GA
'5065',SIGOA
'5066',IGPE
'5067',Spacemap
'5068',Black Box Opt
'5069',VerGO
'5070',PaGMO/PyGMO
'5071',"FSQP (f77, C)"
'5072',NDA_PMIN
'5073',NLPJOB
'5074',CONMAX (f77)
'5075',NBI
'5076',SPEA-TSP
'5077',MCMA
'5078',FGM/RGM
'5079',Ferris
'5080',pathampl
'5081',plam
'5082',MPS
'5083',MPSreader
'5084',QSreader
'5085',lp2mps
'5086',ProLin
'5087',CPLEXINT
'5088',MIPTS
'5089',CLP
'5090',PyCOIN
'5091',COPL-LP
'5092',IPO/SIMPO
'5093',PCLP
'5094',SPHSLFBF
'5095',MINOS
'5096',rMPC
'5097',CDDMEX
'5098',More polyhedral codes
'5099',Polyhedral FAQ
'5100',EXLP
'5101',QSopt-Exact
'5102',DET2STO
'5103',DDSIP
'5104',gpcg
'5105',MINQ
'5106',Algorithm 559
'5107',qpOASES
'5108',dualqp
'5109',QPC
'5110',quadprog
'5111',QP_solver
'5112',IQP
'5113',SPSOLQP
'5114',QPS(ext.MPSformat
'5115',COPL_QP
'5116',RAL-QP
'5117',OptiML
'5118',ConicBundle
'5119',PENSDP
'5120',MPRW
'5121',MAXDET
'5122',rmd
'5123',CUTSDP
'5124',PENBMI
'5125',SDPT3-4.0
'5126',KYPD
'5127',SNLSDP
'5128',Sensor Location
'5129',xLMI
'5130',LMITOOL
'5131',Matrix completions
'5132',FIR toolbox
'5133',COPL_GP
'5134',GPGLP
'5135',DirectSearch
'5136',COBYLA2
'5137',SDBOX
'5138',fminsearchbnd
'5139',ASA_CG
'5140',tn
'5141',ve08
'5142',LBFGS-B
'5143',PL2
'5144',"LBFGS, LM"
'5145',LimMem
'5146',Matlab codes
'5147',COPL_LC
'5148',PDCO
'5149',CVXMOD
'5150',NLPHOPDM
'5151',Rdonlp2
'5152',SDPEN
'5153',SOLNP
'5154',FFSQP(f77)
'5155',CONMAX
'5156',LANCELOT-A
'5157',LANCELOT-B
'5158',HQP/OMUSES
'5159',nlpy
'5160',ALGENCAN
'5161',SQPlab
'5162',SLQP-GS
'5163',DFL
'5164',Cyber-Infrastructure for MINLP
'5165',MINLP World
'5166',MILANO
'5167',MCF
'5168',Net_simplex
'5169',GIDEN
'5170',IPM
'5171',MCFClass
'5172',RelaxIV
'5173',Netsoft
'5174',PFNRN
'5175',Rational
'5176',Constraints Archive
'5177',Filtrane
'5178',MVE
'5179',Miniball
'5180',Miniball@sourceforge
'5181',OpenDP
'5182',DP2PN
'5183',CompEconTb
'5184',MOOSE
'5185',POCP
'5186',IEEE-CSS
'5187',OptControlCentre
'5188',HIFOO
'5189',CompEcon Tb
'5190',MR and LTV Synthesis Tools
'5191',Control in Java
'5192',PAREST
'5193',Biomimicry
'5194',OCS
'5195',SODAS 
'5196',PDECON
'5197',TRICE
'5198',MCQueue
'5199',immoptibox
'5200',HYSDEL
'5201',Modulopt
'5202',DAKOTA
'5203',OPT++
'5204',Excel Add-ins
'5205',Schittkowski
'5206',PLT
'5207',VRP
'5208',TRESNEI
'5209',netlib/lawson-hanson
'5210',DGELSS
'5211',toms/782
'5212',Algorithm 853
'5213',UTV
'5214',toms/686
'5215',SPARSE-QR
'5216',netlib/svdpack
'5217',LMDER
'5218',LMDIF
'5219',LMDIF_C
'5220',lm_f90
'5221',lm_java
'5222',minpack_java
'5223',netlib/opt/varpro
'5224',dqed
'5225',dqed_f90
'5226',NLSQ_ERR
'5227',NLSQ_RES
'5228',LMFnlsq
'5229',nlscon
'5230',ELSUNC
'5231',ELSUNC_f90
'5232',NL2SOL
'5233',PORT
'5234',port/nsf
'5235',f90-translations
'5236',LEVM
'5237',HBN'ssoftware
'5238',sparse Levenberg-Marquardt
'5239',mexpfit
'5240',netlib/odrpack/
'5241',Curve Fitter
'5242',SBA
'5243',VanHuffel
'5244',nlr
'5245',Fastfit
'5246',MILES
'5247',Pattern Research software
'5248',S-est
'5249',CMregr
'5250',MOOReTools
'5251',Restore Tools
'5252',JavaNNLS
'5253',port/n2fb
'5254',port/nsfb
'5255',BVLS.f90
'5256',SLS
'5257',BCLS
'5258',lsNTF
'5259',LSE
'5260',DGGLSE
'5261',Algorithm 587
'5262',lapack/DGGGLM
'5263',ENLSIP
'5264',FMIN
'5265',UNCMND
'5266',praxis
'5267',nelmead
'5268',netlib/opt/subplex
'5269',fminsi
'5270',GradSamp
'5271',HANSO
'5272',NSO
'5273',VXQR1
'5274',domin
'5275',Algorithm 500
'5276',Algorithm 611
'5277',netlib/toms/739
'5278',NMTR
'5279',UCMINF
'5280',csminwel
'5281',netlib/opt/ve08
'5282',netlib/toms/630
'5283',L-BFGS-B 
'5284',Levenberg-Marquardt
'5285',CG+
'5286',LM
'5287',netlib/opt/tn
'5288',netlib/toms/702
'5289',SNOBFIT
'5290',VTDIRECT95
'5291',Scatter Search
'5292',f77-zero
'5293',SERVER
'5294',DFZERO
'5295',polyzero
'5296',companion
'5297',Aberth
'5298',MPSolve
'5299',Muller
'5300',ZERO
'5301',RPOLY
'5302',Madsen
'5303',CPOLY
'5304',WinSolve
'5305',RROOT
'5306',RATIONAL
'5307',ALIAS
'5308',box_zeros
'5309',HYBRJ
'5310',minpack
'5311',DogLeg
'5312',csolve
'5313',CRBond's code
'5314',ALCON1
'5315',ALCON
'5316',ContinuationToolbox
'5317',MATDS
'5318',nleq1
'5319',nleq2
'5320',NLEQ-paper
'5321',SNES
'5322',PEQN/PEQL
'5323',nnes
'5324',HOMPACK
'5325',toms/795
'5326',The Quipu Maximum Entropy Package
'5327',tkalc
'5328',Yacas
'5329',Leibnitz
'5330',MayaVi
'5331',WIMS
'5332',Xrsf
'5333',A+
'5334',BioJava
'5335',Bit::Vector
'5336',C-XSC 2.0 (former: c-xsc++)
'5337',calc
'5338',ccmath
'5339',CLISP
'5340',crank
'5341',cwmtx
'5342',Date::Calc
'5343',Date::Pcalc
'5344',distributed.net clients
'5345',easter
'5346',Fretscale
'5347',funct
'5348',FXT
'5349',gant
'5350',gdcalc
'5351',Genius
'5352',GLE (Graphics Layout Engine)
'5353',Gnofract 4D
'5354',PSPP 
'5355',TeXmacs
'5356',"Groups, Algorithms, and Programming"
'5357',PPL
'5358',GtkMathView
'5359',GTS
'5360',ixlib
'5361',KSEG
'5362',L Math Processor
'5363',LinAl
'5364',matgen
'5365',mathplot
'5366',MCA
'5367',MersenneTwister
'5368',Newmat
'5369',number
'5370',OBJ3
'5371',PyPolyhedron
'5372',PyGiNaC
'5373',random-tester
'5374',rcalc
'5375',SLFFEA
'5376',statist
'5377',The Cheap Matrix Package
'5378',GTL
'5379',Gexpr
'5380',Rascal
'5381',Penrose Empires
'5382',Botan
'5383',MDVI
'5384',Matrix Expression Templates
'5385',SyNTeX - Syntactic tree drawing program
'5386',gonvert
'5387',A practical lambda-calculator
'5388',Regression mAKEr
'5389',MagNum
'5390',nodeCol
'5391',Yorick Maintenon Branch
'5392',GLfract
'5393',elca
'5394',EFEU
'5395',GraphThing
'5396',superzoom
'5397',Blitz++ library
'5398',rpCalc
'5399',Graphical Grammar Library
'5400',RPL/2
'5401',xloops-GiNaC
'5402',hfloat
'5403',BFFL
'5404',Atropos
'5405',Euler
'5406',Eukleides
'5407',Torch
'5408',Aardvark Calculator
'5409',XiStrat
'5410',Calcoo
'5411',ToscanaJ
'5412',DigitizeIt
'5413',tvmet
'5414',NumericalChameleon
'5415',SIMD Viterbi Decoder
'5416',Ch
'5417',GOBLIN Graph Library
'5418',SIMPLE_1
'5419',Condorcet with Dual Dropping
'5420',Sinfg
'5421',DSP
'5422',hmm
'5423',python-mhash
'5424',Floatator
'5425',PPower4
'5426',python-mcrypt
'5427',Mceitor
'5428',RPy
'5429',MuPPEtO
'5430',QPlot
'5431',Sand Kit
'5432',JTS Topology Suite
'5433',LiveMath
'5434',GNU MP
'5435',PIGALE
'5436',MathLib
'5437',umatrix
'5438',SalStat
'5439',Matrix Operations
'5440',SigmaPi Neurosimulator
'5442',FFES
'5443',MST
'5444',Easyval
'5445',JUMP
'5446',Multi-body Gravity Simulator
'5447',CountYourEuro!
'5448',XNum
'5449',Koalog Constraint Solver
'5450',Probability and Statistics for Python
'5451',num-utils
'5452',Funiter
'5453',MetriK Conversion Utility
'5454',Calculating Pi
'5455',GLgraph
'5456',libecc
'5457',lsystem
'5458',TBCI
'5459',RISO
'5460',NetVis Module
'5461',Mecanica
'5462',galculator
'5463',SpecialValue
'5464',libRational
'5465',PURRS
'5466',Math And EDucation
'5467',BoolStuff
'5468',Q-Graph
'5469',n-ary Huffman Template Algorithm
'5470',Turing Machine (C++ Implementation)
'5471',IT++
'5472',KRoC
'5473',RKWard
'5474',KGameOfLife
'5475',SVL
'5476',Virtual Sound
'5477',Charlemagne
'5478',evolvotron
'5479',JEOS/DEVS
'5480',gNumExp
'5481',IDL2Matlab
'5482',CalcChecksum
'5483',Bayani
'5484',Fractal View
'5485',PMathGen
'5486',Polygon Puzzle
'5487',OPEN DESIRE
'5488',rpcCalc
'5489',Engauge Digitizer
'5490',OpenJGraph
'5491',QLiss3D
'5492',HOL
'5493',LabPlot
'5494',JFormula
'5495',Java Calculator Suite
'5496',JGraphT
'5497',wfmath
'5498',parametric_diagram_3d
'5499',libposition
'5500',KLogo-Turtle
'5501',Alana
'5502',Kiss FFT
'5503',SimSoup
'5504',Physics 3D
'5505',SAROS
'5506',libmplite
'5507',IFSplot
'5508',libcff
'5509',vofce
'5510',ImageSpace
'5511',TECP
'5512',Easy Funktion
'5513',Akaroa
'5514',FFEP
'5515',IrcMap C2
'5516',Hilbert II
'5517',graph2d
'5518',Commandline Histogramming
'5519',Qalculate!
'5520',J.A.D.E.
'5521',lambda
'5522',JNumeric
'5523',Asymptopia Flashcard System
'5524',xd3d
'5525',Finomaton
'5526',jscl-meditor
'5527',LaTeX Service
'5528',The Frink Language
'5529',Lightweight Neural Network
'5530',Symmetry in Chaos
'5531',driza
'5532',Algae
'5533',Maximum Entropy Modeling Toolkit
'5534',LinkGrammar-WN
'5535',BigDecimal for JavaScript
'5536',Jex
'5537',Fuzzy sets for Ada
'5538',Interval arithmetic for Ada
'5539',prpn
'5540',GraphCalc
'5541',JScript Logic
'5542',BClock
'5543',XPPAUT
'5544',PyRPN
'5545',equal III the graphic builder
'5546',DELORES
'5547',Quick Base Converter
'5548',FrAid
'5549',deal
'5550',Demetrix
'5551',Project VDW
'5552',VXL
'5553',EasyLatex
'5554',BrookGPU
'5555',fnord
'5556',Quantity/Formatter Library
'5557',Fyre
'5558',Automatous Monk
'5559',libmultival
'5560',DJFractal
'5561',PlotServer
'5562',Orbital library
'5563',Class Library for Numbers
'5564',cug
'5565',Championship Generator
'5566',Kaprekar Series Generator
'5567',jgram
'5568',SlideRule
'5569',Hoarescope
'5570',Orpie
'5571',PG Calculator
'5572',LFMat
'5573',ASCIIMathML
'5574',PBZIP2
'5575',ProActive
'5576',Cracks of Reality
'5577',Quickplot
'5578',SocNetV
'5579',PlanMaker
'5580',Cellumat3D
'5581',Electronic Engineering Tool
'5582',mcl-edge
'5583',Gnome Turtle
'5584',C++ expression template matrix library
'5585',Simple Equation
'5586',gaol
'5587',libkdtree++
'5588',libmatheval
'5589',Project Lima
'5590',Cerc
'5591',Stepulator
'5592',RPN Interpreter
'5593',s3dmesh
'5594',MUNTL
'5595',3D depth sort
'5596',JCCad
'5597',Bear
'5598',matrixss
'5599',libreponcal
'5600',Mantissa
'5601',Runge-Kutta check
'5602',Tcl Vector 3d
'5603',IsaMorph
'5604',FreeMat
'5605',Open Optimization Library
'5606',Motorsport
'5607',Model Transformation Tools
'5608',JFDraw
'5609',General Purpose Hash Function Library
'5610',Galois Field Arithmetic Library
'5611',VisIt
'5612',alph
'5613',FastGEO
'5614',fundamental
'5615',L2P
'5616',reken
'5617',Virtual Data Center
'5618',tsriff
'5619',WEBWEAVR-III
'5620',DiaNa
'5621',MESP
'5622',The Gerris Flow Solver
'5623',NCAR Command Language
'5624',Asymptote
'5625',octaviz
'5626',Ganzua
'5627',MCP2510 Bit Timing Calculator
'5628',AMLET
'5629',Seldon
'5630',CLHep
'5631',PHP Keno Simulator
'5632',Haxial Calculator
'5633',MpNT
'5634',MonteCarlito
'5635',CellML
'5636',Octave GTK
'5637',sMArTH
'5638',pyglplot
'5639',Matjito
'5640',OpenCalculator
'5641',openModeller
'5642',x48
'5643',FFTExplorer
'5644',Mavscript
'5645',Fract
'5646',GraphMonkey
'5647',libmistat
'5648',Curve API
'5649',XyVue
'5650',Chaos Explorer
'5651',MathStudio
'5652',algorithms
'5653',Graph Invariant Database
'5654',Math Volcano
'5655',Fraqtive
'5656',CElect
'5657',PyWeather
'5658',QtiPlot
'5659',phpMyChord
'5660',YADE_
'5661',PhpMathPublisher
'5662',MVTH
'5663',Unnamed Math Program
'5664',Visual Turing Machine
'5665',TNT
'5666',pystats
'5667',LSystems in PostScript
'5668',Waveform
'5669',swIMP
